         1310224 function calls (1295341 primitive calls) in 2.278 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
       31    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
       31    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        6    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1098(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1227(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1321(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:134(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1435(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1646(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1866(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:1923(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2350(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:24(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2420(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:245(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:2495(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2703(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:503(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:62(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:653(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:959(RadioButtons)
        1    0.000    0.000    0.000    0.000 win.py:8(<module>)
     1615    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x558ce7060240}
       33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      340    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    49/18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       97    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       15    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      262    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     2103    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    45/43    0.017    0.000    0.020    0.000 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    45/35    0.002    0.000    0.008    0.000 {built-in method _imp.exec_dynamic}
      112    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      343    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2103    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       31    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      175    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       86    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       68    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        9    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      729    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1388    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       71    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       17    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
 1078/993    0.020    0.000    0.071    0.000 {built-in method builtins.__build_class__}
   364/31    0.001    0.000    0.391    0.013 {built-in method builtins.__import__}
     8196    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
      112    0.000    0.000    0.000    0.000 {built-in method builtins.all}
     1281    0.002    0.000    0.006    0.000 {built-in method builtins.any}
     2702    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      394    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      316    0.024    0.000    0.024    0.000 {built-in method builtins.compile}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       26    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       15    0.001    0.000    0.005    0.000 {built-in method builtins.eval}
    609/1    0.004    0.000    2.280    2.280 {built-in method builtins.exec}
    39412    0.011    0.000    0.011    0.000 {built-in method builtins.getattr}
      530    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     6622    0.004    0.000    0.004    0.000 {built-in method builtins.hasattr}
      939    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    36386    0.007    0.000    0.008    0.000 {built-in method builtins.isinstance}
    86080    0.012    0.000    0.012    0.000 {built-in method builtins.issubclass}
       97    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
71154/70215    0.008    0.000    0.008    0.000 {built-in method builtins.len}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      354    0.000    0.000    0.000    0.000 {built-in method builtins.max}
    21667    0.005    0.000    0.005    0.000 {built-in method builtins.min}
       81    0.000    0.000    0.002    0.000 {built-in method builtins.next}
     2132    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      249    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     3948    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
      451    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
       84    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      493    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
    11700    0.006    0.000    0.006    0.000 {built-in method cmath.sqrt}
      787    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      150    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       10    0.001    0.000    0.001    0.000 {built-in method gc.collect}
       29    0.001    0.000    0.001    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      262    0.062    0.000    0.062    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       32    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
    57167    0.069    0.000    0.069    0.000 {built-in method numpy.array}
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
50779/43486    0.059    0.000    0.730    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     3600    0.016    0.000    0.016    0.000 {built-in method numpy.core._multiarray_umath.interp}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
    27905    0.042    0.000    0.042    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
     1175    0.000    0.000    0.001    0.000 {built-in method posix.fspath}
      109    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       29    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
     1367    0.007    0.000    0.007    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        2    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
       71    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      708    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      123    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f51381504d0}
      388    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7f5136ffb680}
    27000    0.006    0.000    0.006    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      158    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      410    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       36    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      532    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       31    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
    18393    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
    27283    0.044    0.000    0.044    0.000 {method 'astype' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       24    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
     5460    0.011    0.000    0.011    0.000 {method 'copy' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      464    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     2585    0.002    0.000    0.002    0.000 {method 'expandtabs' of 'str' objects}
      339    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      699    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
     1703    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
    32948    0.007    0.000    0.007    0.000 {method 'get' of 'dict' objects}
      254    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        8    0.012    0.001    0.012    0.001 {method 'get_filename' of 'zipimport.zipimporter' objects}
      689    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       48    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
